,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,HIumpta3AS8WwFDEC0Hsnw,abve-the-basics-san-jose-3,ABVE The Basics,https://s3-media4.fl.yelpcdn.com/bphoto/HAcevrpQYPAhMoYb_l5Q3A/o.jpg,False,https://www.yelp.com/biz/abve-the-basics-san-jose-3?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,235,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 37.33478397714884, 'longitude': -121.8887984955349}",[],$$,"{'address1': None, 'address2': None, 'address3': '', 'city': 'San Jose', 'zip_code': '95125', 'country': 'US', 'state': 'CA', 'display_address': ['San Jose, CA 95125']}",+16692268050,(669) 226-8050,2051.5787611829796
11,AUo3AVgAiEfl9icvM57aaA,district-san-jose-san-jose,District - San Jose,https://s3-media1.fl.yelpcdn.com/bphoto/vtrECsbd4BIxuaq8yy9gRw/o.jpg,False,https://www.yelp.com/biz/district-san-jose-san-jose?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,444,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",4.0,"{'latitude': 37.336178007464, 'longitude': -121.893876187673}","['pickup', 'delivery']",$$,"{'address1': '65 N San Pedro St', 'address2': '', 'address3': None, 'city': 'San Jose', 'zip_code': '95110', 'country': 'US', 'state': 'CA', 'display_address': ['65 N San Pedro St', 'San Jose, CA 95110']}",+16692925252,(669) 292-5252,2315.371573057313
12,9gyHFbtmyvjwL6oFnzMkZQ,tuk-tuk-chicken-and-rice-san-jose,Tuk Tuk Chicken & Rice,https://s3-media3.fl.yelpcdn.com/bphoto/uiqfR2WGXMYXxe3flPEaqg/o.jpg,False,https://www.yelp.com/biz/tuk-tuk-chicken-and-rice-san-jose?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,51,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",5.0,"{'latitude': 37.24936559022964, 'longitude': -121.8319119}",[],,"{'address1': '5663 Snell Ave', 'address2': None, 'address3': '', 'city': 'San Jose', 'zip_code': '95123', 'country': 'US', 'state': 'CA', 'display_address': ['5663 Snell Ave', 'San Jose, CA 95123']}",+14088097978,(408) 809-7978,8828.680226200133
13,MlwoQuHxWozRFHeCeF7fZA,orchard-city-kitchen-campbell,Orchard City Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/Bz--ib3cvKL1ZZp9JWl3Uw/o.jpg,False,https://www.yelp.com/biz/orchard-city-kitchen-campbell?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,4176,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.0,"{'latitude': 37.28820796640651, 'longitude': -121.93420216177606}","['pickup', 'delivery']",$$,"{'address1': '1875 S Bascom Ave', 'address2': 'Ste 190', 'address3': '', 'city': 'Campbell', 'zip_code': '95008', 'country': 'US', 'state': 'CA', 'display_address': ['1875 S Bascom Ave', 'Ste 190', 'Campbell, CA 95008']}",+14083405285,(408) 340-5285,5372.4403591283635
14,nxaeQ0in8V1eFzxRMfAyJw,meso-modern-mediterranean-san-jose-2,Meso Modern Mediterranean,https://s3-media2.fl.yelpcdn.com/bphoto/RO_sxXWw5z_0bX3jM-kHxA/o.jpg,False,https://www.yelp.com/biz/meso-modern-mediterranean-san-jose-2?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,620,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.0,"{'latitude': 37.31904386630844, 'longitude': -121.94823753823546}",['delivery'],$$$,"{'address1': '3060 Olsen Dr', 'address2': 'Ste 50', 'address3': None, 'city': 'San Jose', 'zip_code': '95128', 'country': 'US', 'state': 'CA', 'display_address': ['3060 Olsen Dr', 'Ste 50', 'San Jose, CA 95128']}",+14088000048,(408) 800-0048,5595.756793656189
15,kRxv3REQDh1tY2OfI8Z7uw,petiscos-san-jose,Petiscos,https://s3-media4.fl.yelpcdn.com/bphoto/TTRyBVAx3XRwkBXS89W4jg/o.jpg,False,https://www.yelp.com/biz/petiscos-san-jose?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,346,"[{'alias': 'portuguese', 'title': 'Portuguese'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 37.330018, 'longitude': -121.886354}",[],$$,"{'address1': '399 S 1st St', 'address2': '', 'address3': None, 'city': 'San Jose', 'zip_code': '95113', 'country': 'US', 'state': 'CA', 'display_address': ['399 S 1st St', 'San Jose, CA 95113']}",+14083202884,(408) 320-2884,1504.685462417027
16,jaX0SpFmM99vscGpYyzLcw,the-fab-san-jose,The FAB,https://s3-media1.fl.yelpcdn.com/bphoto/NxQGOwuWAgLxrHXrSOVTGQ/o.jpg,False,https://www.yelp.com/biz/the-fab-san-jose?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,117,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 37.333564, 'longitude': -121.885336}","['restaurant_reservation', 'pickup', 'delivery']",$$,"{'address1': '110 Paseo De San Antonio', 'address2': '', 'address3': None, 'city': 'San Jose', 'zip_code': '95112', 'country': 'US', 'state': 'CA', 'display_address': ['110 Paseo De San Antonio', 'San Jose, CA 95112']}",+14083204121,(408) 320-4121,1891.050270197804
17,ufL5FI9cZRN34INXZONoaQ,wild-rose-eatery-and-bar-campbell-2,Wild Rose Eatery and Bar,https://s3-media4.fl.yelpcdn.com/bphoto/uv4KfjKDhCmwJjWTyHg_BQ/o.jpg,False,https://www.yelp.com/biz/wild-rose-eatery-and-bar-campbell-2?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,218,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 37.28694, 'longitude': -121.94622}",[],,"{'address1': '200 E Campbell Ave', 'address2': 'Ste 2010', 'address3': '', 'city': 'Campbell', 'zip_code': '95008', 'country': 'US', 'state': 'CA', 'display_address': ['200 E Campbell Ave', 'Ste 2010', 'Campbell, CA 95008']}",+14083405136,(408) 340-5136,6336.2584444657
18,Jd4eUYdVXEawq7bMSgL6Yw,nakama-san-jose,Nakama,https://s3-media3.fl.yelpcdn.com/bphoto/C1kLUoegxT7BcBuR4M1YCw/o.jpg,False,https://www.yelp.com/biz/nakama-san-jose?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,13,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 37.328704066140446, 'longitude': -121.83526248586251}",[],,"{'address1': '', 'address2': '', 'address3': None, 'city': 'San Jose', 'zip_code': '95122', 'country': 'US', 'state': 'CA', 'display_address': ['San Jose, CA 95122']}",+14083894309,(408) 389-4309,4603.154643672901
19,2HYoAmJmw__YdQFhcgGyYw,bibos-little-italy-san-jose,Bibos Little Italy,https://s3-media2.fl.yelpcdn.com/bphoto/rRsiUgdnLUHPQ27SZzCD6A/o.jpg,False,https://www.yelp.com/biz/bibos-little-italy-san-jose?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,6,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 37.33503, 'longitude': -121.898}",[],,"{'address1': '320 W St John St', 'address2': '', 'address3': None, 'city': 'San Jose', 'zip_code': '95110', 'country': 'US', 'state': 'CA', 'display_address': ['320 W St John St', 'San Jose, CA 95110']}",,,2351.4367700522134
20,YwBw5RE9BCB1Kuq863t1hg,kings-fish-house-san-jose-san-jose,King's Fish House - San Jose,https://s3-media3.fl.yelpcdn.com/bphoto/CwJIeZ4L_JWpSdpokmOzpg/o.jpg,False,https://www.yelp.com/biz/kings-fish-house-san-jose-san-jose?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,1403,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 37.324143, 'longitude': -121.945867}",[],$$$,"{'address1': '2855 Stevens Creek Blvd', 'address2': 'Ste 1820', 'address3': None, 'city': 'San Jose', 'zip_code': '95128', 'country': 'US', 'state': 'CA', 'display_address': ['2855 Stevens Creek Blvd', 'Ste 1820', 'San Jose, CA 95128']}",+16696993474,(669) 699-3474,5444.597485475577
21,TANWKEUxyZvNnWu_Yv0ARg,the-breakfast-club-san-jose,The Breakfast Club,https://s3-media3.fl.yelpcdn.com/bphoto/Yhf4z3CgYtlZNMyctn6tOw/o.jpg,False,https://www.yelp.com/biz/the-breakfast-club-san-jose?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,3621,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 37.323197697534354, 'longitude': -121.9150064}","['pickup', 'delivery']",$$,"{'address1': '1432 W San Carlos St', 'address2': 'Ste 80', 'address3': None, 'city': 'San Jose', 'zip_code': '95126', 'country': 'US', 'state': 'CA', 'display_address': ['1432 W San Carlos St', 'Ste 80', 'San Jose, CA 95126']}",+14085647150,(408) 564-7150,2750.601057968996
22,bTshR0PL1UY_2npTofADrA,kumako-ramen-den-san-jose-3,Kumako Ramen Den,https://s3-media3.fl.yelpcdn.com/bphoto/4U829ow8EM85OvguXXJFeA/o.jpg,False,https://www.yelp.com/biz/kumako-ramen-den-san-jose-3?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,484,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 37.3188753, 'longitude': -121.97408422847249}","['pickup', 'delivery']",$$,"{'address1': '487 Saratoga Ave', 'address2': None, 'address3': None, 'city': 'San Jose', 'zip_code': '95129', 'country': 'US', 'state': 'CA', 'display_address': ['487 Saratoga Ave', 'San Jose, CA 95129']}",+14083525290,(408) 352-5290,7878.849004037136
23,I-1l3unxDVaEOpUqSgNj1A,tostadas-san-jose,Tostadas,https://s3-media2.fl.yelpcdn.com/bphoto/eAPbEQgBv9UBZp9IXgucPQ/o.jpg,False,https://www.yelp.com/biz/tostadas-san-jose?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,1430,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}]",4.0,"{'latitude': 37.33935702614609, 'longitude': -121.88395663107825}","['pickup', 'delivery']",$$,"{'address1': '304 E Santa Clara St', 'address2': 'Ste A', 'address3': None, 'city': 'San Jose', 'zip_code': '95112', 'country': 'US', 'state': 'CA', 'display_address': ['304 E Santa Clara St', 'Ste A', 'San Jose, CA 95112']}",+16693424701,(669) 342-4701,2534.716156057644
24,oTQwb2hY8e3cBl4TTNg93g,the-funny-farm-restaurant-san-jose-2,The Funny Farm Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/_HjxqwIELFRiETposbmzkg/o.jpg,False,https://www.yelp.com/biz/the-funny-farm-restaurant-san-jose-2?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,603,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 37.32348, 'longitude': -121.95407}","['pickup', 'delivery']",$$,"{'address1': '3245 Stevens Creek Blvd', 'address2': None, 'address3': '', 'city': 'San Jose', 'zip_code': '95117', 'country': 'US', 'state': 'CA', 'display_address': ['3245 Stevens Creek Blvd', 'San Jose, CA 95117']}",+14082444424,(408) 244-4424,6161.279362329693
25,_cHIFoV6mqqOfnjNnHr0bQ,must-be-thai-san-jose-2,Must be Thai,https://s3-media3.fl.yelpcdn.com/bphoto/qKfRRnGSQjR1aMTtYaRKXw/o.jpg,False,https://www.yelp.com/biz/must-be-thai-san-jose-2?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,1563,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 37.32406, 'longitude': -121.951682}","['pickup', 'delivery']",$$,"{'address1': '3143 Stevens Creek Blvd', 'address2': None, 'address3': '', 'city': 'San Jose', 'zip_code': '95117', 'country': 'US', 'state': 'CA', 'display_address': ['3143 Stevens Creek Blvd', 'San Jose, CA 95117']}",+14088167179,(408) 816-7179,5956.134320158397
26,vtGDGnmACWtZPJR2i0q54A,jackies-place-san-jose,Jackie's Place,https://s3-media1.fl.yelpcdn.com/bphoto/cG4liINOZePo1m0s4e6Lnw/o.jpg,False,https://www.yelp.com/biz/jackies-place-san-jose?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,1028,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.5,"{'latitude': 37.352213, 'longitude': -121.902134}","['pickup', 'delivery']",$$,"{'address1': '840 North 1st St', 'address2': None, 'address3': '', 'city': 'San Jose', 'zip_code': '95112', 'country': 'US', 'state': 'CA', 'display_address': ['840 North 1st St', 'San Jose, CA 95112']}",+14084904653,(408) 490-4653,4243.217993900624
27,fBCkn1-ZVVSF93nRMHnfHg,paper-plane-san-jose-2,Paper Plane,https://s3-media2.fl.yelpcdn.com/bphoto/CEzLkgkl5Tq3wynCVNGVXw/o.jpg,False,https://www.yelp.com/biz/paper-plane-san-jose-2?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,1527,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 37.3350126347807, 'longitude': -121.889442006445}",['delivery'],$$,"{'address1': '72 S 1st St', 'address2': None, 'address3': '', 'city': 'San Jose', 'zip_code': '95113', 'country': 'US', 'state': 'CA', 'display_address': ['72 S 1st St', 'San Jose, CA 95113']}",+14087132625,(408) 713-2625,2086.5440782198098
28,IClEA0yADQ42Tubum8mkVw,kensho-social-san-jose-2,Kensho Social,https://s3-media2.fl.yelpcdn.com/bphoto/A8F7sqKPrp9O12B11Z4R8w/o.jpg,False,https://www.yelp.com/biz/kensho-social-san-jose-2?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,403,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 37.33080962478547, 'longitude': -121.85831423829254}",['pickup'],$$,"{'address1': '919 Story Rd', 'address2': 'Ste 1100', 'address3': '', 'city': 'San Jose', 'zip_code': '95122', 'country': 'US', 'state': 'CA', 'display_address': ['919 Story Rd', 'Ste 1100', 'San Jose, CA 95122']}",+14087537789,(408) 753-7789,2843.8162189479062
