,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
10,dLkFqri9JEM3CoeMjAah6w,copra-san-francisco-2,Copra,https://s3-media1.fl.yelpcdn.com/bphoto/2MQZjps-9UtBTBGMfovxRg/o.jpg,False,https://www.yelp.com/biz/copra-san-francisco-2?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,74,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,"{'latitude': 37.78538352838357, 'longitude': -122.4327894}",[],"{'address1': '1700 Fillmore St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1700 Fillmore St', 'San Francisco, CA 94115']}",+14158730795,(415) 873-0795,2741.4250218148673,$$$
11,E2Ri3Uudb3ogKfWBJIIhRw,lokma-san-francisco,Lokma,https://s3-media2.fl.yelpcdn.com/bphoto/aSLeiOI6es0lXVWCb0HbqA/o.jpg,False,https://www.yelp.com/biz/lokma-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,652,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.5,"{'latitude': 37.78215, 'longitude': -122.47867}","['pickup', 'delivery']","{'address1': '1801 Clement St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['1801 Clement St', 'San Francisco, CA 94121']}",+14157026263,(415) 702-6263,4402.2665821297205,$$
12,MaaySW1ejpwQCkr9jn1glA,the-tailors-son-san-francisco,The Tailor's Son,https://s3-media2.fl.yelpcdn.com/bphoto/P4NfQ7KFvHpcfBcOwxBZJA/o.jpg,False,https://www.yelp.com/biz/the-tailors-son-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,402,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 37.788589, 'longitude': -122.434054}",['restaurant_reservation'],"{'address1': '2049 Fillmore St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['2049 Fillmore St', 'San Francisco, CA 94115']}",+14156737200,(415) 673-7200,3088.5469839843977,
13,WrPtXi4ooNolOC4OQA-pZg,muukata6395-thai-charcoal-bbq-san-francisco,MuuKaTa6395 Thai Charcoal BBQ,https://s3-media1.fl.yelpcdn.com/bphoto/O6qQCIwkOQzUdPRGXXQGVw/o.jpg,False,https://www.yelp.com/biz/muukata6395-thai-charcoal-bbq-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,23,"[{'alias': 'thai', 'title': 'Thai'}]",5.0,"{'latitude': 37.78069, 'longitude': -122.46462}",[],"{'address1': '4217 Geary Blvd', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['4217 Geary Blvd', 'San Francisco, CA 94118']}",+14154294956,(415) 429-4956,3315.8529467895323,
14,D26qBnudK_1pdo6AlvMlvQ,otra-san-francisco-3,Otra,https://s3-media1.fl.yelpcdn.com/bphoto/GARvNjf2fbdvR4oL4UiZWg/o.jpg,False,https://www.yelp.com/biz/otra-san-francisco-3?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,136,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 37.771842, 'longitude': -122.433369}",[],"{'address1': '682 Haight St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['682 Haight St', 'San Francisco, CA 94117']}",+14155002774,(415) 500-2774,1253.8422059936656,
15,f-m7-hyFzkf0HSEeQ2s-9A,fog-harbor-fish-house-san-francisco-2,Fog Harbor Fish House,https://s3-media2.fl.yelpcdn.com/bphoto/by8Hh63BLPv_HUqRUdsp_w/o.jpg,False,https://www.yelp.com/biz/fog-harbor-fish-house-san-francisco-2?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,9146,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 37.80898821475503, 'longitude': -122.41029651587517}",['restaurant_reservation'],"{'address1': '39 Pier', 'address2': 'Ste a - 202', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['39 Pier', 'Ste a - 202', 'San Francisco, CA 94133']}",+14159692010,(415) 969-2010,5820.143221179387,$$
16,2E9O-p-lp587aOMnpLepkQ,jijime-san-francisco-8,JIJIME,https://s3-media2.fl.yelpcdn.com/bphoto/gPimyZSIMZOG4IeYT_6i5w/o.jpg,False,https://www.yelp.com/biz/jijime-san-francisco-8?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,553,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 37.7806549278456, 'longitude': -122.478949574806}","['pickup', 'delivery']","{'address1': '5524 Geary Blvd', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['5524 Geary Blvd', 'San Francisco, CA 94121']}",+14152215353,(415) 221-5353,4333.781775165417,$$
17,8dUaybEPHsZMgr1iKgqgMQ,sotto-mare-san-francisco-4,Sotto Mare,https://s3-media3.fl.yelpcdn.com/bphoto/o3hIcGLMxV_5ynxEjGWGrw/o.jpg,False,https://www.yelp.com/biz/sotto-mare-san-francisco-4?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,4867,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 37.79979, 'longitude': -122.40834}","['pickup', 'delivery']","{'address1': '552 Green St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['552 Green St', 'San Francisco, CA 94133']}",+14153983181,(415) 398-3181,4970.484877370465,$$
18,GDlwI_lXMQN0IInysFIarQ,best-kept-secret-san-francisco,Best Kept Secret,https://s3-media2.fl.yelpcdn.com/bphoto/tpTcZhqJLglcfc6e65tl2A/o.jpg,False,https://www.yelp.com/biz/best-kept-secret-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,29,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",5.0,"{'latitude': 37.742763, 'longitude': -122.477599}",[],"{'address1': '1055 Taraval St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94116', 'country': 'US', 'state': 'CA', 'display_address': ['1055 Taraval St', 'San Francisco, CA 94116']}",+14155988220,(415) 598-8220,4145.65507752923,$$
19,Yt4v9nhj7mlxUCwhqaTrSQ,los-amigos-san-francisco,Los Amigos,https://s3-media2.fl.yelpcdn.com/bphoto/AIflhNog2eb_NJxhOoWeGA/o.jpg,False,https://www.yelp.com/biz/los-amigos-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,9,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}]",3.0,"{'latitude': 37.76443, 'longitude': -122.43241}",[],"{'address1': '2295 Market St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2295 Market St', 'San Francisco, CA 94114']}",+14155177937,(415) 517-7937,525.7089829353524,
20,sfqkkqFmmYGOT0PCbbD9ZQ,pearl-san-francisco-8,Pearl,https://s3-media2.fl.yelpcdn.com/bphoto/B0l0j7VYBG_WoDL_zGjpHA/o.jpg,False,https://www.yelp.com/biz/pearl-san-francisco-8?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,417,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"{'latitude': 37.7838344, 'longitude': -122.4830463}",['delivery'],"{'address1': '6101 California St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['6101 California St', 'San Francisco, CA 94121']}",+14155929777,(415) 592-9777,4827.880111203369,$$
21,BI40rGhpngLNPacrjWpseQ,dumpling-kitchen-san-francisco,Dumpling Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/rggI1HG_kaABtAGNiuqF9Q/o.jpg,False,https://www.yelp.com/biz/dumpling-kitchen-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,2023,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 37.7423, 'longitude': -122.48701}","['delivery', 'pickup']","{'address1': '1935 Taraval St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94116', 'country': 'US', 'state': 'CA', 'display_address': ['1935 Taraval St', 'San Francisco, CA 94116']}",+14156828938,(415) 682-8938,4904.15624633216,$$
22,g9T_Z_HPiE3QzGnAy2DZ7A,banh-mi-crunch-san-francisco-2,Banh Mi Crunch,https://s3-media1.fl.yelpcdn.com/bphoto/CQAsE3a7nNfQnnxY6eQOEw/o.jpg,False,https://www.yelp.com/biz/banh-mi-crunch-san-francisco-2?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,10,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 37.76424626688824, 'longitude': -122.4649451847314}",[],"{'address1': '646 Irving St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['646 Irving St', 'San Francisco, CA 94122']}",+16282563711,(628) 256-3711,2532.6305382269898,
23,qfRZjzNqO3fRgEGqvGNY-A,santeria-san-francisco,Santeria,https://s3-media4.fl.yelpcdn.com/bphoto/cBh6Ih-cKY0YRVmRPaIGHA/o.jpg,False,https://www.yelp.com/biz/santeria-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,269,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 37.764836, 'longitude': -122.431808}",['restaurant_reservation'],"{'address1': '2251 Market St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2251 Market St', 'San Francisco, CA 94114']}",+14158964496,(415) 896-4496,603.8917617486115,$$
24,ttarnopezxmp2ROB1N2PaA,nopa-san-francisco,Nopa,https://s3-media4.fl.yelpcdn.com/bphoto/QOc_docjeCrDHlckTaDE2A/o.jpg,False,https://www.yelp.com/biz/nopa-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,5380,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 37.77483, 'longitude': -122.43746}",['delivery'],"{'address1': '560 Divisadero St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['560 Divisadero St', 'San Francisco, CA 94117']}",+14158648643,(415) 864-8643,1559.1831881623302,$$$
25,kvrQecqdGvnuVICMstZJmA,dumpling-home-san-francisco,Dumpling Home,https://s3-media3.fl.yelpcdn.com/bphoto/Utdv29yFK-sfp9D1Tg-Bwg/o.jpg,False,https://www.yelp.com/biz/dumpling-home-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,925,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 37.775830550017254, 'longitude': -122.4226361}","['pickup', 'delivery']","{'address1': '298 Gough St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['298 Gough St', 'San Francisco, CA 94102']}",+14155031666,(415) 503-1666,2056.7497118286074,$$
26,cCVR9W_L2rqexfKAjfBTzQ,routier-san-francisco,Routier,https://s3-media3.fl.yelpcdn.com/bphoto/rYxgE4fVttZA-Zuwaumv1Q/o.jpg,False,https://www.yelp.com/biz/routier-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,129,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 37.78789, 'longitude': -122.440595}",[],"{'address1': '2801 California St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['2801 California St', 'San Francisco, CA 94115']}",+14157669997,(415) 766-9997,3025.3096113639326,
27,SUdC4LIL3huirbbBkHrhfw,the-laundromat-san-francisco,The Laundromat,https://s3-media4.fl.yelpcdn.com/bphoto/5zwC5b1WvbcmUANFFNW0ZA/o.jpg,False,https://www.yelp.com/biz/the-laundromat-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,91,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'bagels', 'title': 'Bagels'}]",4.5,"{'latitude': 37.77542873995666, 'longitude': -122.49884228441336}",[],"{'address1': '3725 Balboa St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['3725 Balboa St', 'San Francisco, CA 94121']}",+14153794340,(415) 379-4340,5717.47589120506,
28,ATj-8RmOJln9UnCEuraEzw,noodle-in-a-haystack-san-francisco,Noodle in a Haystack,https://s3-media2.fl.yelpcdn.com/bphoto/BoEM-6j0592nJhFGHMu-jA/o.jpg,False,https://www.yelp.com/biz/noodle-in-a-haystack-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,62,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'newamerican', 'title': 'American (New)'}]",5.0,"{'latitude': 37.78066412799114, 'longitude': -122.46872181182351}",[],"{'address1': '4601 Geary Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['4601 Geary Blvd', 'San Francisco, CA 94118']}",,,3588.5283928892763,$$$$
29,dMlsQsPU8Y_oiPYC5hHi2A,frances-san-francisco,Frances,https://s3-media3.fl.yelpcdn.com/bphoto/Og7INBu7nw3x0GZNMsxIug/o.jpg,False,https://www.yelp.com/biz/frances-san-francisco?adjust_creative=bpQq5NcAeZPqAmDOGLjWgA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bpQq5NcAeZPqAmDOGLjWgA,1550,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 37.7627220154927, 'longitude': -122.432276324008}",['delivery'],"{'address1': '3870 17th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['3870 17th St', 'San Francisco, CA 94114']}",+14156213870,(415) 621-3870,418.92755012100224,$$$
